N;M;K;P;p_osat1;p_osat2;p_osat3;p_osat4;p_osat5;p_anticlust1;p_anticlust2;p_anticlust3;p_anticlust4;p_anticlust5;p_anticlust_c1;p_anticlust_c2;p_anticlust_c3;p_anticlust_c4;p_anticlust_c5;p_ps1;p_ps2;p_ps3;p_ps4;p_ps5;OSAT_t;ANTICLUST_t;ANTICLUST_t_c;PS_t;diversity_unconstrained;diversity_constrained
68;5;4;3;0.913466234756143;0.463060699393298;0.726365703312684;0.95272863732916;0.520201628015635;1;0.999459006358621;0.99847266852313;0.999597004592143;0.998386468401205;1;0.991865827486246;0.992339072558521;0.984883844773912;0.998386468401205;0.982958332245698;0.908786550163049;0.965529934317017;0.920407173883848;0.760265419223185;2.40821313858032;0.00137543678283691;0.00879907608032227;31.1897428035736;1424.62620178806;1421.33691739501
70;3;10;2;0.998805512717766;0.997986452623056;0.995296825315807;NA;NA;0.998805512717766;0.997986452623056;0.999960966371831;NA;NA;0.984636720429732;0.997986452623056;0.999960966371831;NA;NA;NA;NA;NA;NA;NA;2.16652798652649;0.00111913681030273;0.0100986957550049;NA;377.799189077484;372.349183883655
480;2;2;5;0.998723638500719;0.99951316362159;NA;NA;NA;0.999935741250214;0.999947761282321;NA;NA;NA;0.999935741250214;0.999947761282321;NA;NA;NA;0.995100125676648;0.989133343819195;NA;NA;NA;2.53191733360291;0.557395935058594;0.259824514389038;20.136040687561;99646.6594899799;99646.6594899799
262;2;2;3;0.988821319101355;0.987700406570366;NA;NA;NA;0.988821319101355;0.987700406570366;NA;NA;NA;0.988821319101355;0.987700406570366;NA;NA;NA;0.988821319101355;0.987700406570366;NA;NA;NA;2.49054360389709;0.0479855537414551;0.0643975734710693;13.1535058021545;25929.9986874179;25929.9986874179
240;2;10;5;0.99999999995591;0.999999999983439;NA;NA;NA;1;1;NA;NA;NA;0.999999999999999;1;NA;NA;NA;NA;NA;NA;NA;NA;2.36181545257568;0.0135948657989502;0.0515305995941162;NA;4955.72113832392;4949.57900270019
370;5;10;5;0.999999999997921;0.193743530418361;0.000578411402924228;0.783211912000886;0.967486806608441;1;1;1;1;1;0.999999999999994;1;1;1;1;NA;NA;NA;NA;NA;4.63732099533081;0.0376458168029785;0.111537933349609;NA;18971.7204371871;18958.5441836986
300;5;10;4;0.999999999999974;0.149959932766555;0.70949858802668;0.458179696827164;0.816578199443947;1;0.999999999999997;0.999999999999994;0.999999999999997;0.999999999999995;0.999999999997436;0.999999999999116;0.999999999998916;0.999999999995389;0.999999999999918;NA;NA;NA;NA;NA;3.06929016113281;0.0212602615356445;0.0901918411254883;NA;12013.6195693961;12005.8309417914
152;3;4;3;0.996094697048529;0.962079398591377;0.990534504720547;NA;NA;0.999956842845472;0.999968496039345;0.999934867044858;NA;NA;0.999956842845472;0.99957463524983;0.999934867044858;NA;NA;0.931236167690339;0.982928731248726;0.990534504720547;NA;NA;2.23449039459229;0.00744342803955078;0.0221138000488281;26.6755728721619;5521.82795887413;5517.38327715814
260;2;4;5;0.999974715295033;0.999967973814513;NA;NA;NA;0.999999998407848;0.999999982496961;NA;NA;NA;0.999999998407848;0.999999982496961;NA;NA;NA;0.998861944049532;0.999103377006254;NA;NA;NA;2.36984777450562;0.0330843925476074;0.0548393726348877;31.4688775539398;14591.8080759124;14590.9796487877
116;4;2;4;0.927910972520549;0.93196930400965;0.9217809075032;0.478892494584412;NA;0.995020805749833;0.986192241233355;0.995915499828109;0.99586772426956;NA;0.980343326099362;0.986192241233355;0.970125633943561;0.99586772426956;NA;0.971201264705962;0.874109683982752;0.888195361801915;0.944706960093233;NA;2.470538854599;0.00587582588195801;0.0147180557250977;16.9314687252045;8036.57188936213;8031.32014807246
450;4;10;2;0.999992207849936;0.999830959331089;0.998473539089018;0.999956384897107;NA;0.999999587315374;0.999999251807333;0.999999259602114;0.999999584414411;NA;0.999999587315374;0.999999251807333;0.999999259602114;0.999999584414411;NA;NA;NA;NA;NA;NA;2.54791951179504;0.0922493934631348;0.158407688140869;NA;19118.0962100292;19115.8236166395
80;2;4;5;0.994270364835676;0.990889716645251;NA;NA;NA;0.999981120311942;0.999997933543035;NA;NA;NA;0.999914630410684;0.999997933543035;NA;NA;NA;0.998327224488784;0.988050986054164;NA;NA;NA;2.18982672691345;0.00155377388000488;0.00934362411499023;26.9429204463959;1358.82546853192;1358.23968209429
440;2;10;2;0.999999860067683;0.999998098681215;NA;NA;NA;0.999999860067683;0.999999989415751;NA;NA;NA;0.999999860067683;0.999999989415751;NA;NA;NA;NA;NA;NA;NA;NA;2.63297748565674;0.0882651805877686;0.153049230575562;NA;11634.8941469492;11634.8941469492
336;4;2;4;0.978284415621195;0.553739411354484;0.844915054872176;0.443965179650065;NA;0.999152912837361;0.995207735795424;0.998910828909762;0.999072778983597;NA;0.995123168189439;0.999133505659756;0.998910828909762;0.999072778983597;NA;0.984002797774371;0.853342011653343;0.943257109204287;0.927036578189282;NA;2.67084574699402;0.116443157196045;0.144557237625122;21.9675271511078;67931.6065178593;67925.1126513335
226;3;2;2;1;1;0.894126212788035;NA;NA;1;1;1;NA;NA;1;1;1;NA;NA;1;1;1;NA;NA;2.27969765663147;0.0420830249786377;0.062678337097168;13.0529329776764;20224.3617338058;20224.3617338058
500;2;4;3;0.999988398246881;0.999974534369735;NA;NA;NA;0.9999989909064;0.999995623357048;NA;NA;NA;0.9999989909064;0.999995623357048;NA;NA;NA;0.985102659679604;0.994730220847909;NA;NA;NA;2.53023958206177;0.306889533996582;0.271353960037231;34.6494653224945;47402.3553135504;47402.3553135504
324;2;4;5;0.999834174159934;0.999998565270077;NA;NA;NA;0.999999995080733;0.999999991181535;NA;NA;NA;0.999999995080733;0.999999991181535;NA;NA;NA;0.981685290522308;0.996175204902457;NA;NA;NA;2.45252585411072;0.0890910625457764;0.104881763458252;33.1638169288635;22675.6553314067;22675.6553314067
274;5;2;3;0.501732641555568;0.662085648058106;0.812229814273832;0.70320323756223;0.814221390341888;0.990048843600815;0.989225616006143;0.989188024574291;0.98912668849825;0.989304915330382;0.990048843600815;0.989225616006143;0.989188024574291;0.98912668849825;0.989304915330382;0.913922959104962;0.861740788937892;0.90679611357599;0.98912668849825;0.926361516824059;2.61728119850159;0.0767409801483154;0.0799582004547119;19.9542632102966;47520.5500176022;47513.5652779721
420;4;4;3;0.987629950702703;0.983930574196773;0.97961306878897;0.999275656621762;NA;0.999992626094816;0.999995849324749;1;0.999996352503142;NA;0.999992626094816;0.999995849324749;1;0.99996952433597;NA;0.952939261373169;0.953828999786837;0.967573372285821;0.971065103885524;NA;2.66989183425903;0.210638761520386;0.187371492385864;41.1045587062836;49735.6063410865;49725.1072464106
464;5;4;5;0.999524750787165;0.198051990432766;0.0239553005759433;0.0545560118251189;0.943305108746155;0.999999999767781;0.999999999998114;0.999999999420513;0.999999999751814;0.999999999679627;0.999999999767781;0.999999999998114;0.999999999420513;0.999999999751814;0.999999994676106;0.963566407373048;0.602041138004852;0.915541453229222;0.982262204742413;0.773588378491211;4.42505025863647;0.209053754806519;0.296041011810303;68.8154060840607;75244.4761711954;75235.9909930223
430;2;10;3;0.999999999997714;0.999999999995821;NA;NA;NA;0.999999999997714;0.999999999995821;NA;NA;NA;0.999999999997714;0.999999999995821;NA;NA;NA;NA;NA;NA;NA;NA;2.54949831962585;0.0833625793457031;0.145628213882446;NA;13998.819761607;13998.819761607
120;5;10;4;0.99997570277633;0.366986567728705;0.891495771783592;0.782392305566072;0.551656507750901;0.999999993067915;0.999999999862538;0.999999999995562;0.99999999996099;0.99999998799752;0.999999713557631;0.999998801551741;0.999984484557214;0.999999730809274;0.999999887535658;NA;NA;NA;NA;NA;3.0215380191803;0.00221347808837891;0.0153062343597412;NA;1863.08313766339;1857.64960918475
380;2;10;5;0.999999999926239;0.999999999777694;NA;NA;NA;1;1;NA;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;2.6717517375946;0.0574533939361572;0.11885142326355;NA;12462.1226509632;12458.2231560266
270;2;10;3;0.999999997492126;0.999999940344441;NA;NA;NA;0.999999999866736;0.999999999764141;NA;NA;NA;0.999999999866736;0.999999999764141;NA;NA;NA;NA;NA;NA;NA;NA;2.32121968269348;0.017622709274292;0.0585377216339111;NA;5493.61175748204;5493.61175748204
192;5;4;5;0.999810656834615;0.260100035164451;0.987933490842871;0.113058732863772;0.845523720135735;0.999999955039765;0.999999938619307;0.999999799941616;0.999999985617434;0.99999994836261;0.999999955039765;0.999956375737424;0.999999799941616;0.999989113542079;0.99999913376753;0.989413456915974;0.618066869222664;0.904535227634507;0.994520172554941;0.940056115293066;3.93581771850586;0.0133359432220459;0.0310683250427246;48.8407092094421;12795.788435209;12789.7119952084
420;4;10;2;0.999985517664309;0.999984304814702;0.999898869679524;0.999959606847253;NA;0.999998976500781;0.999998795684603;0.999999986635072;0.999999831945012;NA;0.999998976500781;0.999998795684603;0.999999986635072;0.999999831945012;NA;NA;NA;NA;NA;NA;2.54155898094177;0.0766863822937012;0.150787353515625;NA;16630.4530264727;16626.7256198624
84;2;2;3;0.968126135949307;0.901308172523213;NA;NA;NA;0.968126135949307;0.963443551939648;NA;NA;NA;0.968126135949307;0.963443551939648;NA;NA;NA;0.968126135949307;0.963443551939648;NA;NA;NA;2.14206600189209;0.00258708000183105;0.0107436180114746;11.4127833843231;2656.74343290051;2656.74343290051
430;5;10;3;0.999956507656522;0.179350573936561;0.946365917197169;0.894780202785891;0.725607919445687;0.999999999999345;0.99999999999974;0.999999999995935;0.999999999999351;0.999999999998744;0.999999999999345;0.99999999999974;0.999999999995935;0.999999999988184;0.999999999998744;NA;NA;NA;NA;NA;3.02657675743103;0.0790534019470215;0.153729438781738;NA;23292.1885636091;23279.1062209666
70;2;10;5;0.997584728428814;0.970159384828275;NA;NA;NA;0.999999951299902;0.999999908103133;NA;NA;NA;0.99995603442521;0.999999908103133;NA;NA;NA;NA;NA;NA;NA;NA;2.15340304374695;0.00131416320800781;0.00992441177368164;NA;396.568542494924;394.811183182043
400;2;10;2;0.999999983979792;0.999999791196608;NA;NA;NA;0.999999983979792;0.999999791196608;NA;NA;NA;0.999999983979792;0.999999791196608;NA;NA;NA;NA;NA;NA;NA;NA;2.50352692604065;0.0583434104919434;0.132790803909302;NA;9642.46947318153;9642.46947318153
458;5;2;2;0.851643475665507;0.851643475665507;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0.85145835587999;1;2.52079606056213;0.404842615127563;0.211693048477173;19.1541728973389;112691.985315303;112690.996162124
284;4;2;3;0.851651323110518;0.771439478144269;0.928756973320907;0.926686299263108;NA;1;0.98967380277939;0.989528891991262;0.989609359047562;NA;1;0.98967380277939;0.989528891991262;0.989609359047562;NA;0.958220415813817;0.86570368733304;0.818547407260121;0.968328266431493;NA;2.425217628479;0.0909755229949951;0.0900182723999023;17.8861401081085;45413.8021409535;45413.4066440473
310;4;10;2;0.999723189969314;0.999997877219783;0.99994227394653;0.999791126177046;NA;0.999995364329197;0.999997877219783;0.999995448028735;0.999997877219783;NA;0.999995364329197;0.999997877219783;0.999995448028735;0.999997877219783;NA;NA;NA;NA;NA;NA;2.4205687046051;0.0280108451843262;0.0892002582550049;NA;9065.24847412578;9060.14745361134
50;4;10;2;0.983915517236477;0.834308260193408;0.816536797597247;0.981893224584034;NA;0.999839823348847;1;0.991467606628814;0.999815732461346;NA;0.983915517236477;0.995711199665676;0.991467606628814;0.900597848324656;NA;NA;NA;NA;NA;NA;2.25158524513245;0.000906944274902344;0.00875115394592285;NA;215.082672029942;207.563145377384
104;5;4;2;0.984638710726049;0.865366282539836;0.580275746042118;0.98437010907094;0.864329096025481;0.984638710726049;0.989880034182733;0.989923899794714;0.98437010907094;0.989791342241951;0.984638710726049;0.989880034182733;0.989923899794714;0.98437010907094;0.989791342241951;0.927109085980759;0.791107701461876;0.989923899794714;0.98437010907094;0.715239823582678;2.20339727401733;0.00255632400512695;0.0125551223754883;26.3407869338989;2879.6328422201;2875.63828667078
490;4;10;4;0.999999790489409;0.983985894995771;0.895519403392664;0.777704002023039;NA;1;1;1;1;NA;1;1;1;0.999999999999999;NA;NA;NA;NA;NA;NA;2.88807773590088;0.113537549972534;0.216143846511841;NA;28777.9291349976;28765.4606123519
260;3;2;3;0.956045765753483;0.967217594968707;0.988565545557328;NA;NA;1;0.988017180270849;0.988565545557328;NA;NA;1;0.988017180270849;0.988565545557328;NA;NA;0.954457210429844;0.988017180270849;0.965840913236198;NA;NA;2.35823273658752;0.065030574798584;0.0736074447631836;15.8713912963867;32546.1964853026;32545.231761483
348;4;4;5;0.999826836178037;0.912178314903998;0.916514552004289;0.893769321310263;NA;0.999999999452392;0.999999993027575;0.999999999777375;0.999999999788184;NA;0.999999999452392;0.999999993027575;0.999999999777375;0.999999999788184;NA;0.99456830075785;0.975486333030577;0.976322841840591;0.901257532070687;NA;2.7792763710022;0.0837132930755615;0.136814594268799;50.8354187011719;37671.1602638385;37663.1681645716
432;5;4;3;0.656439948379458;0.9993838987078;0.989025853390854;0.556886091000935;0.979263728720547;0.999998563288758;0.999998571153425;0.999993105485974;0.999998686333279;0.999998684937985;0.999979906684301;0.999998571153425;0.999993105485974;0.999998686333279;0.999998684937985;0.775746224311613;0.993054756044697;0.909141368244391;0.972639844171883;0.839434370796975;2.87903189659119;0.208898067474365;0.226764678955078;47.7233457565308;59058.193878046;59041.1499063024
296;5;4;3;0.8747217404635;0.750686925027792;0.859593512599082;0.996534628796214;0.394739552570574;0.999996083996373;0.999978518001339;0.999994488589429;0.999978691006544;0.999979243132618;0.999996083996373;0.999605274536585;0.999947122610921;0.999978691006544;0.999979243132618;0.796322185784113;0.973346516211536;0.993379854547232;0.923712289081167;0.898717391154615;2.65392780303955;0.0686078071594238;0.0886421203613281;39.7060036659241;27663.5723511547;27646.6816273389
272;3;4;5;0.977858492220302;0.921523862087262;0.921594376910731;NA;NA;0.999999915852818;0.999999999010349;0.999999999250706;NA;NA;0.999999915852818;0.999999999010349;0.999999999250706;NA;NA;0.994673539761957;0.774192010463822;0.994460151936889;NA;NA;2.68779015541077;0.0493712425231934;0.0734777450561523;37.9849162101746;19849.4322622268;19841.9977120155
120;2;10;3;0.999898648457063;0.999992646676696;NA;NA;NA;0.99999999453159;0.999999865552733;NA;NA;NA;0.999991871072808;0.999999865552733;NA;NA;NA;NA;NA;NA;NA;NA;2.19699001312256;0.00278639793395996;0.0183160305023193;NA;1079.57777721091;1075.33513652379
60;5;10;5;0.999996521505517;0.541462764364171;0.379191613089377;0.271368862148289;0.828609982304044;0.999670757216091;0.998491870785671;0.999822084236929;0.999999933826647;0.999999743447757;0.993462542756516;0.998021585635309;0.999789573450032;0.999530171405664;0.974144088379736;NA;NA;NA;NA;NA;4.59540438652039;0.000980615615844727;0.00834107398986816;NA;450.631038105639;444.318518969872
144;2;4;3;0.999897318182808;0.988870717110502;NA;NA;NA;0.999897318182808;1;NA;NA;NA;0.999897318182808;1;NA;NA;NA;0.979876428112444;0.997743633460807;NA;NA;NA;2.21647214889526;0.00656747817993164;0.0221328735351562;23.2533237934113;3912.20346110533;3909.71817973109
262;2;2;2;1;1;NA;NA;NA;1;1;NA;NA;NA;1;1;NA;NA;NA;1;1;NA;NA;NA;2.44989466667175;0.0456347465515137;0.0726757049560547;12.131697177887;20509.1239380364;20509.1239380364
386;3;2;2;1;1;1;NA;NA;1;1;1;NA;NA;1;1;1;NA;NA;1;1;1;NA;NA;2.44592571258545;0.204828023910522;0.153074979782104;14.6636514663696;58994.6250259599;58995.8623431692
240;2;10;3;0.999999750982099;0.999995050044378;NA;NA;NA;0.999999999999302;0.9999999999982;NA;NA;NA;0.999999999999302;0.9999999999982;NA;NA;NA;NA;NA;NA;NA;NA;2.31812214851379;0.0135622024536133;0.0571863651275635;NA;4342.49487502773;4341.66644790298
300;3;10;2;0.99999754623383;0.999933304062113;0.999989974692756;NA;NA;0.99999754623383;0.99999472178468;0.999999942242576;NA;NA;0.99999754623383;0.99999472178468;0.999999942242576;NA;NA;NA;NA;NA;NA;NA;2.41327238082886;0.0260934829711914;0.074758768081665;NA;7126.38567623867;7126.24937954383
184;5;4;3;0.930539772052026;0.617772013728429;0.524316494849989;0.748633893149374;0.929985538835692;0.999982415166228;0.999981084942267;0.999952867448204;0.999909696166881;0.999984611160305;0.999741482319927;0.999763387476312;0.999952867448204;0.999909696166881;0.999984611160305;0.937567156414545;0.912487774064839;0.543509983939328;0.850588184513418;0.999719506957033;2.51240515708923;0.0137462615966797;0.0316390991210938;35.1114749908447;10646.2087942821;10638.6679250073
224;4;4;5;0.999985709184288;0.566491746726131;0.578615430784377;0.711236747750492;NA;0.999999997663583;0.999999989606602;0.999999991551459;0.999999916038081;NA;0.999999997663583;0.999999870721343;0.999999991551459;0.999999916038081;NA;0.585613348952667;0.996866313817707;0.993592026636183;0.994151987742722;NA;2.63031387329102;0.0213813781738281;0.0490069389343262;43.0845193862915;15565.1348076449;15560.5996570425
240;4;4;3;0.99779063001855;0.997712215128674;0.957555452359777;0.968703195578526;NA;0.999981216179895;0.999958957931271;0.999991257029397;0.999976592334433;NA;0.999981216179895;0.999958957931271;0.999894405299763;0.999853689963509;NA;0.86314626778291;0.894714656269057;0.995479680594518;0.999502881239635;NA;2.38260197639465;0.0262198448181152;0.0520172119140625;32.9776759147644;16123.179800509;16113.2059024471
232;5;4;5;0.99940919284822;0.465162636958946;0.576843302265049;0.74536113610777;0.559875298592372;0.999999975623925;0.99999996663716;0.99999998782108;0.999999994960578;0.999996478107199;0.999999801599107;0.99999996663716;0.999998546643296;0.999999846627741;0.99999962251714;0.956125290562475;0.489613195098371;0.995425373386162;0.98845740838982;0.952082769758063;4.26005744934082;0.0266909599304199;0.0471205711364746;50.7823674678802;18707.0252872589;18701.7601777197
240;2;4;4;0.999968981313326;0.9999932494538;NA;NA;NA;0.999998816138278;0.999998746657686;NA;NA;NA;0.999998816138278;0.999998746657686;NA;NA;NA;0.990174070295625;0.997989074879287;NA;NA;NA;2.47529101371765;0.0308878421783447;0.0500645637512207;27.9843842983246;11839.8324625301;11839.0040354053
480;4;10;2;0.999959266984725;0.999944626071624;0.99972296018786;0.999987300976458;NA;0.999999434802125;0.999999992904227;0.999999690427049;0.999999992904227;NA;0.999999434802125;0.999999992904227;0.999999690427049;0.999999992904227;NA;NA;NA;NA;NA;NA;2.56704497337341;0.119889497756958;0.19497275352478;NA;21752.936310341;21751.4167836884
220;3;4;2;0.996663120282513;0.99664667441884;1;NA;NA;0.996663120282513;0.99664667441884;1;NA;NA;0.996663120282513;0.99664667441884;1;NA;NA;0.977565261300096;0.977457911115102;0.932356287288022;NA;NA;2.29756760597229;0.0238943099975586;0.0451526641845703;25.2476997375488;9563.73966350521;9563.73966350521
204;3;2;3;0.985066589659381;0.985322950514059;0.959775516385064;NA;NA;0.985066589659381;0.985322950514059;0.982901531610793;NA;NA;0.985066589659381;0.985322950514059;0.982901531610793;NA;NA;0.985066589659381;0.985322950514059;0.959775516385064;NA;NA;2.3191967010498;0.0307466983795166;0.0401847362518311;14.7803778648376;19923.4601480376;19923.0406109974
316;4;4;2;0.997012593865963;0.986650172597013;0.968466881196313;0.996969407461408;NA;0.997012593865963;0.998039987140636;0.997004038951123;0.996969407461408;NA;0.997012593865963;0.998039987140636;0.997004038951123;0.996969407461408;NA;0.997012593865963;0.951662471860193;0.834353076516203;0.968117207838062;NA;2.41022300720215;0.0790061950683594;0.0943150520324707;30.956610918045;23531.5191683958;23531.382871701
496;2;4;5;0.999999798026904;0.99999964509344;NA;NA;NA;0.99999999963833;0.999999999970371;NA;NA;NA;0.99999999963833;0.999999999970371;NA;NA;NA;0.995404003683895;0.998641783691044;NA;NA;NA;2.60651445388794;0.350296497344971;0.254446983337402;40.278121471405;53202.748755379;53202.748755379
488;2;4;2;1;1;NA;NA;NA;1;1;NA;NA;NA;1;1;NA;NA;NA;0.987834818255542;0.995620882833194;NA;NA;NA;2.51903629302979;0.255915403366089;0.230262041091919;31.0013287067413;35902.2429741157;35902.2429741157
380;3;2;3;0.991883643668583;0.968964703359828;0.977634279364728;NA;NA;0.991883643668583;1;0.991700718697974;NA;NA;0.991883643668583;1;0.991700718697974;NA;NA;0.991883643668583;0.967180238480917;0.991700718697974;NA;NA;2.46649789810181;0.232409954071045;0.147251129150391;18.2065749168396;69456.2415087621;69456.1052120673
316;4;4;5;0.888144430348503;0.679105936835217;0.813652717142406;0.969309156157128;NA;0.999999998622666;0.999999999977645;0.999999998986553;0.999999999985659;NA;0.999999998622666;0.999999999977645;0.999999981311475;0.999999995480905;NA;0.995272377200191;0.972027290793667;0.987761087628655;0.992202128935925;NA;2.90730547904968;0.0733883380889893;0.101208686828613;48.1469416618347;31045.5759819096;31034.8642814378
330;3;2;4;0.865753440152121;0.929007778818491;0.984947684796655;NA;NA;0.999029631319858;0.999086314219962;0.999017744446426;NA;NA;0.999029631319858;0.999086314219962;0.999017744446426;NA;NA;0.959278776046698;0.994454656768204;0.954542582734861;NA;NA;2.49482083320618;0.103173494338989;0.0959558486938477;18.8750460147858;56330.1721326531;56325.190922949
272;5;4;4;0.981917044670717;0.567616795455703;0.614102527121465;0.829060842150814;0.831117039304213;0.999999867099895;0.999995023980212;0.999999849986241;0.999999867028234;0.999999982685751;0.999999867099895;0.999999389357862;0.999999849986241;0.999997919897922;0.999999982685751;0.973643136672622;0.987493966379889;0.848099081546679;0.754479360338865;0.940436230031959;3.16645622253418;0.0510759353637695;0.0869364738464355;45.6448328495026;24892.418410645;24886.2068258653
430;3;10;5;0.999689971222443;0.9077578128185;0.914269873521187;NA;NA;1;1;1;NA;NA;1;1;1;NA;NA;NA;NA;NA;NA;NA;2.7022123336792;0.0808541774749756;0.153442621231079;NA;19806.8796599286;19793.9632892209
300;3;4;4;0.995445994342756;0.996626002234503;0.999079506704693;NA;NA;0.999999532370795;0.99999989616763;0.99999957435979;NA;NA;0.999999532370795;0.999998824538044;0.99999957435979;NA;NA;0.983181275934318;0.877063448688572;0.999494625633194;NA;NA;2.47662687301636;0.0505976676940918;0.0792138576507568;35.7459492683411;23245.7000298067;23238.3505296763
500;5;10;5;0.999999999999873;0.752846649129978;0.637968291919956;0.0308098323657456;0.986947905170244;1;1;1;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;4.62558627128601;0.113554716110229;0.220494031906128;NA;34757.3006011887;34738.6286428278
132;5;2;3;0.814931545279757;0.646519305358195;0.512440112440866;0.23570618718405;0.270052679382521;0.97751756488929;0.97751756488929;1;0.97645849937551;1;0.97751756488929;0.97751756488929;0.906994359609431;0.97645849937551;1;0.97751756488929;0.97751756488929;0.75004727011413;0.97645849937551;0.754598614228802;2.44088530540466;0.00827670097351074;0.0199925899505615;17.0553612709045;10998.0693791415;10994.8629988792
98;2;2;3;0.971741915641885;0.968317623620704;NA;NA;NA;0.971741915641885;0.968317623620704;NA;NA;NA;0.971741915641885;0.968317623620704;NA;NA;NA;0.971741915641885;0.968317623620704;NA;NA;NA;2.1470251083374;0.00348067283630371;0.0127241611480713;11.6705467700958;3604.5222202382;3604.5222202382
448;2;2;4;0.999392091591477;0.996746051357069;NA;NA;NA;0.999392091591477;0.999397717944036;NA;NA;NA;0.999392091591477;0.999397717944036;NA;NA;NA;0.992882393548907;0.992848650118502;NA;NA;NA;2.49131512641907;0.341319561004639;0.211509466171265;17.5341041088104;82953.3743521806;82953.3743521806
166;2;2;5;0.992213293525542;0.994729326973342;NA;NA;NA;0.998333484525499;0.999575155391964;NA;NA;NA;0.998333484525499;0.999575155391964;NA;NA;NA;0.992213293525542;0.996024150045914;NA;NA;NA;2.27289342880249;0.0158324241638184;0.0271816253662109;14.8989658355713;11866.6840507832;11865.0271965337
350;4;10;4;0.999972995098818;0.478849718041137;0.891405438386391;0.454805980787912;NA;0.999999999999998;0.999999999999999;0.999999999999997;1;NA;0.999999999999998;0.999999999999854;0.999999999999938;0.999999999999996;NA;NA;NA;NA;NA;NA;2.76216626167297;0.0411176681518555;0.12402606010437;NA;14621.0214689424;14611.8801216137
492;3;4;5;0.998410818729118;0.997299709858506;0.999115284354653;NA;NA;0.999999999602412;0.999999999617761;0.999999999932432;NA;NA;0.999999999602412;0.999999999617761;0.999999999932432;NA;NA;0.992271048293514;0.96125988798287;0.9811787661622;NA;NA;2.73899269104004;0.27374529838562;0.271288394927979;50.4075779914856;65152.5516073226;65133.3934276256
84;3;2;2;1;0.827066261311798;1;NA;NA;1;1;1;NA;NA;1;1;1;NA;NA;1;1;1;NA;NA;2.12876415252686;0.00230121612548828;0.0113708972930908;11.3327424526215;2765.13188243265;2765.13188243265
370;3;10;5;0.99999063476198;0.772407827927986;0.701998498915987;NA;NA;1;1;1;NA;NA;1;1;1;NA;NA;NA;NA;NA;NA;NA;2.79505705833435;0.0520799160003662;0.107667684555054;NA;14625.9736852085;14611.6750418055
412;2;2;4;0.99922342060698;0.99797330582271;NA;NA;NA;0.99922342060698;0.99797330582271;NA;NA;NA;0.99922342060698;0.99797330582271;NA;NA;NA;0.996325727684707;0.979814900745413;NA;NA;NA;2.63284945487976;0.293549776077271;0.195603847503662;16.9467082023621;70101.44434318;70101.44434318
364;2;2;4;0.995690113051984;0.995503828540463;NA;NA;NA;0.999228251917482;0.999178584939975;NA;NA;NA;0.999228251917482;0.999178584939975;NA;NA;NA;0.995690113051984;0.990333292610491;NA;NA;NA;2.42647004127502;0.199827432632446;0.147455453872681;16.5554399490356;54703.1110884365;54703.1110884365
440;2;2;4;0.999263278689554;0.996384364052107;NA;NA;NA;0.999263278689554;0.999339604153238;NA;NA;NA;0.999263278689554;0.999339604153238;NA;NA;NA;0.99334240128161;0.996918239189624;NA;NA;NA;2.5312614440918;0.354844331741333;0.250675916671753;17.6494855880737;79976.1182926954;79976.1182926954
230;4;2;2;1;1;1;1;NA;1;1;1;1;NA;1;1;1;1;NA;1;1;1;0.895078353222985;NA;2.44572186470032;0.0442593097686768;0.0489804744720459;14.0198602676392;24917.0627003016;24917.0627003016
426;3;2;4;0.988334076990116;0.99681353768727;0.869585861387489;NA;NA;0.999318458597024;0.999306477393781;0.999214596186613;NA;NA;0.999318458597024;0.999306477393781;0.999214596186613;NA;NA;0.943455070208019;0.999306477393781;0.958056513199248;NA;NA;3.51046276092529;0.49114465713501;0.399834394454956;26.9826347827911;93916.766294045;93916.3467570048
244;5;2;3;0.945302780652059;0.517620865697241;0.506082456454014;0.963185233988691;0.539716997318641;1;1;0.987413534540268;0.987568384274465;1;1;1;0.964715384051233;0.987568384274465;1;0.9559974818331;0.816634132578412;0.91587973929976;0.963185233988691;0.948694876953433;2.55962038040161;0.0531353950500488;0.056269645690918;19.1206960678101;37595.9768571357;37588.4464454981
180;4;10;5;0.999999930236078;0.894159046726563;0.975064221533493;0.969845346144981;NA;0.999999999999995;1;1;0.999999999999919;NA;0.999999999999897;0.999999999898314;0.999999998882772;0.999999996683095;NA;NA;NA;NA;NA;NA;2.84173703193665;0.00526571273803711;0.0275664329528809;NA;3942.49372700259;3931.41029691452
312;2;4;5;0.999964816397101;0.999999424690329;NA;NA;NA;0.999999998416855;0.999999997276652;NA;NA;NA;0.999999998416855;0.999999964246784;NA;NA;NA;0.898663186885553;0.999093602088388;NA;NA;NA;2.38357043266296;0.079697847366333;0.0866150856018066;32.4529187679291;20975.5333983185;20974.1191847561
164;4;2;4;0.558275682370524;0.97123790662462;0.806112419656871;0.0543709180579221;NA;0.997078418291617;0.996910320140622;0.9916330982819;0.996474420056092;NA;0.997078418291617;0.996910320140622;0.9916330982819;0.996474420056092;NA;0.896426095315861;0.985644970840323;0.963841483130036;0.934817982677272;NA;2.54487013816833;0.0151872634887695;0.0254793167114258;18.2193419933319;16076.30965995;16070.6809694429
